"trip_id","taxi_id","trip_start_timestamp","trip_end_timestamp","trip_seconds","trip_miles","pickup_census_tract","dropoff_census_tract","pickup_community_area","dropoff_community_area","fare","tips","tolls","extras","trip_total","payment_type","company","pickup_centroid_latitude","pickup_centroid_longitude","pickup_centroid_location","dropoff_centroid_latitude","dropoff_centroid_longitude","dropoff_centroid_location"
"7fa1602d02f19444055bd833307cbdd594ef26de","0d6436587c309cd68793fd45e1ca9b82b7d076cb80abd021856cc8731bcd2a6973ec8236584cfdf6a9e4c040e3724e40b6cf1dff40875c4ae7354a517eb71360","2026-05-01T00:00:00.000","2026-05-01T00:00:00.000","360","0.8",,,"28","28","9.85","0","0","0","9.85","Credit Card","Transit Administrative Center Inc","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"83defb6f253341e24be3c2d010c6e253ba38ca47","03906d62f91d139ab93f74f50d1b208805b7fbb61e8d1e414a446e6e4432a07c7e297c4aab3835173aa7e6c20088ddb3f86c6fb75cae7d6c90a483181772c2bb","2026-05-01T00:00:00.000","2026-05-01T00:15:00.000","1083","9.93",,,"76",,"26.25","0","0","5","31.25","Cash","5 Star Taxi","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)",,,
"7e3a36bc71c6cb13398de16811585e78925adf80","eead1e2c21b26570411277cb384d3d8d072fc6da913b0617c841cfd3f6cdf40c508395c589a56d12afd2ec4002948fdeb56cb029227274b760200d7c0e2dcb1c","2026-05-01T00:00:00.000","2026-05-01T00:15:00.000","870","7.92",,,"8","35","22.55","6.96","0","0","30.01","Mobile","5 Star Taxi","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.835117986","-87.618677767","POINT (-87.6186777673 41.8351179863)"
"a3791197a61f582816bdfbdf14c70225a36919d5","1626953f5dfefe1c62e73836adb90d16258a243e46f69e3acce8d7e3ca2c283d3cffefbe5a12f7edc501101d65832fba4c1deb851c52f8652756619c56ad3bcb","2026-05-01T00:00:00.000","2026-05-01T00:00:00.000","47","0.04",,,"28","28","3.5","0","0","0","3.5","Cash","Globe Taxi","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"d06eddc331367e8282eb138f0a0157730f3a0470","f1ed053acb7ee562f935ec0660878752bf1e1de1aa458b7bbaf9fafe036c83bcb2b21c12864ffe6af9e5e0184cbf3f04b784cf4895bf999e701877809ac0fceb","2026-05-01T00:00:00.000","2026-05-01T00:15:00.000","1161","11.41",,,"76","14","29.25","0","0","0","29.25","Cash","Chicago Independents","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.968069","-87.721559063","POINT (-87.7215590627 41.968069)"
"73aa32851994d0e16993c4ba45260c853009fc5d","b889c2489ef79cdbcc7d26375dc93bdb4eb77de9f7e393990343d80168ff7bd7013ccd0b3dcd6456924ba204c257a8e145403a1f0ccc3ee9ed67e253863ac35c","2026-05-01T00:00:00.000","2026-05-01T00:30:00.000","1457","11.64",,,"8","67","30.5","0","0","0","30.5","Prcard","Flash Cab","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.775928827","-87.666596265","POINT (-87.6665962653 41.7759288274)"
"08ef88dc90712c9d7cfcb5d1edac9d6fb070d9db","38f6145c9a2b848dc1baa16fd91087e606b12bcb8757a9eb003dfab2c031fcaeb931c1ae6b486fab5f1c21037f33a187d1cb97080f4334a63f7ce0713d0f47b4","2026-05-01T00:00:00.000","2026-05-01T00:15:00.000","1260","4.7",,,"8","23","16","0","0","0","16","Cash","Transit Administrative Center Inc","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.900069603","-87.720918238","POINT (-87.7209182385 41.9000696026)"
"30dd5eafa4c47509d108e096c413c7b59c7a52c5","8023557dc87c352423d1acd20c4f6e8390d29f01902c2373f3098571125397d4b081e980e10361dde63a16a1d422175aa1589d6bd9bdffe99fcd59ebaea2ab08","2026-05-01T00:00:00.000","2026-05-01T00:15:00.000","1399","14.55",,,"76","22","55","15","0","4.5","75","Credit Card","Flash Cab","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.92276062","-87.699155343","POINT (-87.6991553432 41.9227606205)"
"56962dd71e2bc8d47a240dce7e62d96f30ab7c78","58c784c628cc2b0b77468e6a406acea729301abbc17a6240eed68ac3b5ce5a9378deffab5b2b940db6c83e7c9553eacd8fdb8d10593e071cefffe2b388af3bd7","2026-05-01T00:00:00.000","2026-05-01T00:15:00.000","1065","12.53",,,"76","22","32","10.95","0","4","47.45","Credit Card","Taxicab Insurance Agency Llc","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.92276062","-87.699155343","POINT (-87.6991553432 41.9227606205)"
"ec94d6d233061d415f0c89cb9222e94e65667326","b3ee94a13b61037620cbbfc6a4a106d2ad628a06f0988f1eba5586d5387776d3781d71244392ff9c1afd5b69e65dfec45b2a936c2d101209044ff6365121ed6f","2026-05-01T00:00:00.000","2026-05-01T00:15:00.000","780","2",,,"8","28","9.5","4","0","2","15.5","Credit Card","Transit Administrative Center Inc","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"09eed8a4728538948d277396a42aafe6b036d538","35057a271731c5b976bda25efe85aa0c1901d0a5fc9ba2b7068508375a4c43033b282303a439c95d4ef479c592268f31ac7eb0b3db8f3998aaa79e82458a1d71","2026-05-01T00:00:00.000","2026-05-01T00:30:00.000","1457","18.96",,,"76","32","46.25","12.69","0","4","63.44","Credit Card","Chicago Independents","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)"
"863b9b2b00af33990eb59400b6db1ac586d58a16","f9bc93a0ba6b1f18c9709a96c99bb9c5a99054b1711f80ddfe986a0f78a02470f146c48fd7d66bf74fe374f53d032676cb2fb7871afce4314dfdac97d4f22d32","2026-05-01T00:00:00.000","2026-05-01T00:00:00.000","648","3.55",,,"76",,"12","0","0","4","16.5","Credit Card","City Service","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)",,,
"5ae99d533287be4ef9935446cb15b528280bb702","c81a672f30763423ddc7abac2b2e20a2f1ea045088ef77c48fd28823020204b955ebb5fa6cbc3b927c6ee044aaae2f09f174e1dac4195c8a378c14a2cc952093","2026-05-01T00:00:00.000","2026-05-01T00:00:00.000","296","0.51",,,"8","8","5","4.1","0","15","24.6","Credit Card","Flash Cab","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"9360cffa2936c678348fa228fc5ba0570767b25b","48c0b5669ed50a0dcd8bf0e69fd99bb2669cb027ec06c0b76f9781a5497dcb8cb04b1d3106e61447749bfbb5b6547bc82fc3e94ce2ea87b154d3f53ad364be98","2026-05-01T00:00:00.000","2026-05-01T00:00:00.000","698","3.82",,,"28","8","25","5.1","0","0","30.6","Credit Card","Flash Cab","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"954c3b4006793e96c39ea56df7db1cf4283aede9","b5ad9d970e0745256fbb7517babae43abcb43115d076dfcf4f08b427f18135fe75de72c1e3ebba579bc0a464055ca9ae6869f49fab8cc793a829e5c9f11cdf0b","2026-05-01T00:00:00.000","2026-05-01T00:30:00.000","1980","13.9",,,"56","8","37.5","0","0","4","41.5","Cash","Transit Administrative Center Inc","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"7d5a2364bd929c1e5c07bf9e8ae6f60fc99fbcf7","02ef8f01232b1b1828f4e5e1b8e8a85cd71b67c449afafbd2dd7ab726b2bb72795fcd00a9bb2477dfa6f8a325bbfde41ae888127ecd354096a1117f5e6fd9e0d","2026-05-01T00:00:00.000","2026-05-01T00:30:00.000","1967","16.39",,,"7","71","42.75","8.65","0","0","51.4","Prcard","City Service","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)","41.744205146","-87.656305986","POINT (-87.6563059862 41.7442051463)"
"e3aa4f40022e5b2151ee837990c103f3d97f65c7","e168baf6e4ae34f44dd0fe4181d53ced50df8150c08c851137ae5588dbada70ccbabcad901461c5c2cdd7e8fbfb8f49a6b1bb637163f953dc7cde54469693302","2026-05-01T00:00:00.000","2026-05-01T00:30:00.000","1525","18.54",,,"76","32","45.5","5","0","5","56","Credit Card","Sun Taxi","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)"
"615a5749db72b8094af8fd1ff8409fe65c364e2d","617d878f0486c82431cd73a6c1cee0992947dea1140244ca6e4ad1e1e167c0e7f1f8437e3b03c2a0ba0fd5b3f3eed869ee7e1ba9c3e0afe008e819cd4aa477d4","2026-05-01T00:00:00.000","2026-05-01T00:30:00.000","1920","14.1",,,"56",,"36","0","0","22","58","Credit Card","Transit Administrative Center Inc","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)",,,
"7f9a8b3ce1e8c341fb313510bb5940201efd7e8b","a0144e27e6b11720292c08c38cc696f14e6254bbbad9719b78f017a6b01f99447cb485124377fdcc851e412403e14575490b637104cf6f1bf65858571a8e1e9f","2026-05-01T00:00:00.000","2026-05-01T00:15:00.000","1320","10.8",,,"56","28","28.5","0","0","4","32.5","Cash","Transit Administrative Center Inc","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"814742b2bd5f50ca56256a6555089c9596b4f938","cb9492c5c6fd621dc2732b3bb6ade16360b9102b3e7ab8f75ebbcb3e6525cc60c199947d2e37000d7924c63390aad723b7375152b7ea09c56ab367451b8ada6c","2026-05-01T00:00:00.000","2026-05-01T00:30:00.000","1687","19.68",,,"76","33","48.25","8.06","0","5","61.81","Credit Card","Flash Cab","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.857183858","-87.620334624","POINT (-87.6203346241 41.8571838585)"
"e96d8e910cc577d191447dfdf5dc59a6a5ddc9f5","0c758d798a3980ff73e5f1a334db48be8aa4271db5d6cfa8ad373bfb347a446ac55c929253225ae8f378b24b9de916231a7b9abb29e8e33834a3500af7a20c7f","2026-05-01T00:00:00.000","2026-05-01T00:00:00.000","36","0.18",,,"56","56","3.5","0","0","0","3.5","Cash","Sun Taxi","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)"
"8eade13ae0a01d0bddad2d0982ee970890f7bd56","6cf97b9e8e3e1c183c090cdd868df381de772a52987239ed053d86e2fea9e557453f8d0870893ec0a24f24b29f636671064c64f328dce32489df6de582ad95e2","2026-05-01T00:00:00.000","2026-05-01T00:15:00.000","979","13.51",,,"76","22","34","7.7","0","4","46.2","Credit Card","Flash Cab","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.92276062","-87.699155343","POINT (-87.6991553432 41.9227606205)"
"bef1b452ac62e3be4242bd82047b50b2303c9d2b","501280246f63bb05a144c72919f7c442c3a50fd9cfc2c7268fbe9f070a84024f57f633847c53bc69a4f15fddc86cc21bd454c68a1ec66839aaacb3d46646c5b2","2026-04-30T23:45:00.000","2026-05-01T00:00:00.000","918","8.61",,,"76","15","23","5.5","0","4","33","Mobile","Blue Ribbon Taxi Association","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.954027649","-87.763399032","POINT (-87.7633990316 41.9540276487)"
"1eca77bbd0410f77b32c6d1f367b6ec7e087fb1a","6a23e62ff9add07c054168d9bb0ee5c00d1a4306b3467c98f31501bb7298646ba50c1f8c8b59344393a10b79067a115eb2611486a25fb20e02dc2c92b69fcef4","2026-04-30T23:45:00.000","2026-05-01T00:00:00.000","600","1.4",,,"8","8","7.5","0","0","0","7.5","Cash","Transit Administrative Center Inc","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"7cee7a009410c98784925677835154a5187644ad","a500c0da8fa893c9bdff48770ab8acfcb8d874014a09a9bfbff7f3e682919e522adb81b4d4036f38f7fd9b6475d1bfe50c0ec5d1805bc67d21281e800073adcf","2026-04-30T23:45:00.000","2026-04-30T23:45:00.000","240","0","17031320100","17031081403","32","8","19","3.9","0","0","22.9","Credit Card","Transit Administrative Center Inc","41.884987192","-87.620992913","POINT (-87.6209929134 41.8849871918)","41.890922026","-87.618868355","POINT (-87.6188683546 41.8909220259)"
"c2eb19f44a474284126f526f921e654d56fe73b8","bb6b240ec1c7f81d5172ba0542c877115b459bb4dda1ab05b702b13bfbade6998c07cccf0607decfff9c403e40d08a631e7b5e946a8ebdc5dc4f36e662246e58","2026-04-30T23:45:00.000","2026-05-01T00:15:00.000","1491","18.09",,,"76","32","44.75","9.85","0","4","59.1","Credit Card","5 Star Taxi","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)"
"4e1fac22ab4844e899869a22963aa02a05a265d1","d7de5a594d0efed735dbce1fe6b9ae0651df194867e00426b93f70cadd9c00ebb6e0951de8d95cf4a50a32eb302e46f0c092453bcae803baa0a3b1b547979592","2026-04-30T23:45:00.000","2026-05-01T00:00:00.000","1019","4.8",,,"32","35","19.23","0","0","0","19.73","Mobile","Taxicab Insurance Agency Llc","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.835117986","-87.618677767","POINT (-87.6186777673 41.8351179863)"
"a02b508fb2182d73637dc8b8ff302be4a393ad8c","a3a20d914e95d3614ffba9e5e61415aaa3aa987cb5d503e4e95a54385bdf764b102029cecdf2a544580f2e64840aae51defbb37b4eb5af247af9d6257dbc6ff0","2026-04-30T23:45:00.000","2026-05-01T00:15:00.000","1320","0",,,"56","8","65","0","0","0","65","Cash","Transit Administrative Center Inc","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"876f1c50d59ac611ff5daca49934a046c951de40","3f365e125eb1d15aae0ae8a4bf53a01191478f26ccf00c877528ac2dcecf8cea91c1ee67aa49721351839fbc0a8fd976abc65438225bd6a39e6ef2e905977225","2026-04-30T23:45:00.000","2026-05-01T00:00:00.000","1297","17.1","17031980000","17031833000","76","28","42.25","0","0","5","47.25","Cash","5 Star Taxi","41.97907082","-87.903039661","POINT (-87.9030396611 41.9790708201)","41.88528132","-87.6572332","POINT (-87.6572331997 41.8852813201)"
"c9603edddf1f7bdda2bde73bd27113d6e1f5a983","e8d374b4e7bc344add5893f1a1ae3b611823439ac1caf06087c4bf2cb6fe114201a38c49646f2851d86f9e73c21c1e99f29903cceb84612fd1118e3224528b2b","2026-04-30T23:45:00.000","2026-04-30T23:45:00.000","3","0",,,"19","19","20.75","0","0","0","20.75","Cash","Tac - Yellow Cab Association","41.927260956","-87.765501609","POINT (-87.7655016086 41.9272609555)","41.927260956","-87.765501609","POINT (-87.7655016086 41.9272609555)"
"ee1b769f32df89036d52fce497d37e8456193516","48c0b5669ed50a0dcd8bf0e69fd99bb2669cb027ec06c0b76f9781a5497dcb8cb04b1d3106e61447749bfbb5b6547bc82fc3e94ce2ea87b154d3f53ad364be98","2026-04-30T23:45:00.000","2026-04-30T23:45:00.000","518","1.89",,,"32","28","10.36","0","0","0","10.86","Mobile","Flash Cab","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)","41.874005383","-87.66351755","POINT (-87.6635175498 41.874005383)"
"3e559b4e069e013429fea1fd5ae790a5c3fff68e","342474dd3a24c9d5b7dbc2514032a01ecb396624638be510614948e1bfbcaff802b12a713e58742d8597899edbcf1c4926ae2238b9612b4f8c10faad33621650","2026-04-30T23:45:00.000","2026-05-01T00:15:00.000","1920","18.6",,,"76","8","46.75","10.25","0","4","61","Credit Card","Transit Administrative Center Inc","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"17a32e9c3be4c0077d9bc6a9caa2b8521bfe488b","a5f044a163af0da6eaeff3ff2d44cead115185433a283a1d18756c23004bb5d543b779de5a0c4df2dbfb81a087bdb8ce8e724df29a7f0419fc640328c1030794","2026-04-30T23:45:00.000","2026-05-01T00:15:00.000","1260","9",,,"76",,"25.5","0","0","5","30.5","Cash","Transit Administrative Center Inc","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)",,,
"1cbdf8c4b5a309fd58b2db98bc726d3bcfecdadd","98bce2b72cd4ab0b4eff6a8e583554a5b42a4403647952a3e1824a20e29da3f61936ff9680f72989e55c7aeece0cfe8622c587a6c36ecd1b524a0cfa533c677e","2026-04-30T23:45:00.000","2026-05-01T00:00:00.000","1266","16.08",,,"76","7","39.75","9.75","0","8.5","58.5","Mobile","Taxicab Insurance Agency Llc","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.922686284","-87.649488729","POINT (-87.6494887289 41.9226862843)"
"35d1701495493d9dd7d73798d5a280a7709cc21a","847cf962bd6f62040673e6c24c24940aeb2d7fdaa54677eed6a0aaa4aeef61984916b32d763b4baa6c32476531543bb77e2346cd64f505618f6b9d562243f950","2026-04-30T23:45:00.000","2026-04-30T23:45:00.000","180","0",,,"6","6","65","19.6","0","0","84.6","Credit Card","Transit Administrative Center Inc","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"58204e701f491e2755630a3562fd7047ef9332b2","309ff9f30190e038d6801051fc1b42cdefdd4169e46eedb04f92f30da4c28a40e15bbe4d1d986f074ffb17b879f817ab3ed2cf2aa1f050908b3015cf8d0fae3c","2026-04-30T23:45:00.000","2026-05-01T00:00:00.000","1326","17.76",,,"76","8","60","0","0","0","60.5","Credit Card","Taxicab Insurance Agency Llc","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)"
"f34b28afe19d7b3932c6673a48f6f44c55264cd7","ac1f0defd00d6b7417e39256ebe1cad16b64955f9a64f2eaecee6f54e52ec118133f687c8b6603d6e9a27d86a8921fc30e1458e804686d05f9cb83751fac3382","2026-04-30T23:45:00.000","2026-05-01T00:00:00.000","1491","14.63",,,"76","6","37.5","8.4","0","4","50.4","Credit Card","City Service","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"929e0876ecd09cca80aa5f807190f1451cb5fd2c","1f041942ef7c61fea34c62c89aea8231e4277ca158d54ef1a738be59f3099e32f7f6626f22cdd82e425bdff13f179feb3f1b12f34b8c1addd999239551c17d2d","2026-04-30T23:45:00.000","2026-05-01T00:15:00.000","1113","13.56",,,"56","41","34","0","0","5","39","Cash","Flash Cab","41.79259236","-87.769615453","POINT (-87.7696154528 41.7925923603)","41.794090253","-87.592310855","POINT (-87.592310855 41.794090253)"
"68cd09b14719518e8e61834aa0dbd6d7746ff4f6","1b7aef0344f45914e7942efad05553934fe222c880a1cb19de79fbf7c4c42213cb82f74d26f02a4ef8f42bdba220392fef9e31be732048be89111a59fedafbf4","2026-04-30T23:45:00.000","2026-05-01T00:00:00.000","1434","14.32",,,"76","6","36.25","6.11","0","4","46.86","Mobile","Globe Taxi","41.980264315","-87.913624596","POINT (-87.913624596 41.9802643146)","41.944226601","-87.655998182","POINT (-87.6559981815 41.9442266014)"
"5d9e23fa8a4beb9d495f5c4c7c00bf33026b561e","fb1ed566274f6a66dfcddbe4c014bbe87ac3516412dfe6fd4c8cb8e1a6d673215953d8fc03cdb28fcfd3b60fc9379e6d27104879c16306fbf3a1fb45c1148d83","2026-04-30T23:45:00.000","2026-05-01T00:00:00.000","425","1.41","17031833000","17031320400","28","32","7.95","0","0","0","8.45","Mobile","Sun Taxi","41.88528132","-87.6572332","POINT (-87.6572331997 41.8852813201)","41.877406123","-87.621971652","POINT (-87.6219716519 41.8774061234)"
"9c5be3ec807f94a61ed290a38685e02bdb86fbdc","68493b3174493e98d99b8493bc0902735bc099df7761d06718f1d63353a8ffbabad8499e26d59e3f7612050b815787d4699742b5b7f879a0cb92b797456e3642","2026-04-30T23:45:00.000","2026-05-01T00:00:00.000","875","2.59",,,"8","32","10.05","0","0","0","10.55","Mobile","Taxicab Insurance Agency Llc","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.878865584","-87.625192142","POINT (-87.6251921424 41.8788655841)"
"40e23fec34db143b61590019c180bffa2032997b","3f2a24e813695ce63232d6cccfc688ad3875df09b609fa761fade5314d178e3107a4e8cde05936a4d0bf8f03186e3b6f88e620da8b50a225c1d2169cdc40d10a","2026-04-30T23:45:00.000","2026-05-01T00:15:00.000","1080","7.5",,,"8","77","21.5","0","0","0","21.5","Cash","Chicago City Taxi Association","41.899602111","-87.633308037","POINT (-87.6333080367 41.899602111)","41.9867118","-87.663416405","POINT (-87.6634164054 41.9867117999)"
